database,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
ACM-DL,article,2611502,Dan  Alistarh and Keren  Censor-Hillel and Nir  Shavit,,,,Brief Announcement: Are Lock-free Concurrent Algorithms Practically Wait-free?,50--52,,3,"distributed computing, lock-free algorithms, schedulers, shared memory, wait-free algorithms",10.1145/2611462.2611502,,,,,,,2014,,Proceedings of the 2014 ACM Symposium on Principles of Distributed Computing,PODC '14,,978-1-4503-2944-6,"Paris, France",ACM,"New York, NY, USA"
ACM-DL,article,1400799,Thomas  Moscibroda and Onur  Mutlu,,,,Distributed Order Scheduling and Its Application to Multi-core Dram Controllers,365--374,,10,"distributed approximation, distributed scheduling, dram memory controllers, multi-core, order scheduling",10.1145/1400751.1400799,,,,,,,2008,,Proceedings of the Twenty-seventh ACM Symposium on Principles of Distributed Computing,PODC '08,,978-1-59593-989-0,"Toronto, Canada",ACM,"New York, NY, USA"
ACM-DL,article,258697,Athanassios K. Tsiolis and Mary K. Vernon,,,,Group-guaranteed Channel Capacity in Multimedia Storage Servers,285--297,,13,,10.1145/258623.258697,SIGMETRICS Perform. Eval. Rev.,June 1997,25,1,,June,1997,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,258697,Athanassios K. Tsiolis and Mary K. Vernon,,,,Group-guaranteed Channel Capacity in Multimedia Storage Servers,285--297,,13,,10.1145/258612.258697,,,,,,,1997,,Proceedings of the 1997 ACM SIGMETRICS International Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '97,,0-89791-909-2,"Seattle, Washington, USA",ACM,"New York, NY, USA"
ACM-DL,article,1394558,Andrea  Munari and Francesco  Rossetto and Michele  Zorzi,,,,Cooperative Cross Layer MAC Protocols for Directional Antenna Ad Hoc Networks,12--30,,19,,10.1145/1394555.1394558,SIGMOBILE Mob. Comput. Commun. Rev.,April 2008,12,2,,April,2008,1559-1662,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,266563,"Vincent J. Mooney,III and Giovanni  De Micheli",,,,Real Time Analysis and Priority Scheduler Generation for Hardware-software Systems with a Synthesized Run-time System,605--612,,8,"hardware-software codesign, real-time analysis, run-time scheduler, worst-case execution time, rtos",,,,,,,,1997,,Proceedings of the 1997 IEEE/ACM International Conference on Computer-aided Design,ICCAD '97,,0-8186-8200-0,"San Jose, California, USA",IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1046027,Marco Ajmone Marsan and Mirko  Franceschinis and Emilio  Leonardi and Fabio  Neri and Alessandro  Tarello,,,,Underload Instabilities in Packet Networks with Flow Schedulers,1131--1143,,13,"QoS schedulers, fluid models, queueing analysis, stability, switching",10.1109/TNET.2004.838593,IEEE/ACM Trans. Netw.,December 2004,12,6,,December,2004,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,2564674,Devendra K. Shakya and Rajiv  Saxena and Sanjeev N. Sharma,,,,An Adaptive Window Length Strategy for Eukaryotic CDS Prediction,1241--1252,,12,"Bioinformatics, signal processing, window function, short time Fourier transform (STFT), deoxyribonucleic acid (DNA)",10.1109/TCBB.2013.76,IEEE/ACM Trans. Comput. Biol. Bioinformatics,September 2013,10,5,,September,2013,1545-5963,,,,,,IEEE Computer Society Press,"Los Alamitos, CA, USA"
ACM-DL,article,811414,"Edward K. Bowdon,Sr.",,,,Using Simulation to Evaluate System Performance,359--365,,7,,,,,,,,,1974,,Proceedings of the 11th Design Automation Workshop,DAC '74,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,811664,J. J. Babiel and B. Z. Duhl,,,,A Performance Evaluation Technique for the Measurement of a Facility's Ability to Process the Proper Jobs,893--,,,,10.1145/800293.811664,,,,,,,1973,,Proceedings of the 6th Conference on Winter Simulation,WSC '73,,,"San Francisco, CA",ACM,"New York, NY, USA"
ACM-DL,article,1543935,Mingming  Zhang and Shuguang  Zhao and Xu  Wang,,,,A Novel Sexual Adaptive Genetic Algorithm Based on Two-step Evolutionary Scenario of Baldwin Effect and Analysis of Global Convergence,737--744,,8,"adaptation, baldwin effect, genetic algorithm, global convergence, niche, sexual reproduction",10.1145/1543834.1543935,,,,,,,2009,,Proceedings of the First ACM/SIGEVO Summit on Genetic and Evolutionary Computation,GEC '09,,978-1-60558-326-6,"Shanghai, China",ACM,"New York, NY, USA"
ACM-DL,article,144286,Jay  Hyman and Aurel A. Lazar and Giovanni  Pacifici,,,,Joint Scheduling and Admission Control for ATS-based Switching Nodes,223--234,,12,,10.1145/144191.144286,SIGCOMM Comput. Commun. Rev.,Oct. 1992,22,4,,October,1992,0146-4833,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,144286,Jay  Hyman and Aurel A. Lazar and Giovanni  Pacifici,,,,Joint Scheduling and Admission Control for ATS-based Switching Nodes,223--234,,12,,10.1145/144179.144286,,,,,,,1992,,Conference Proceedings on Communications Architectures &Amp; Protocols,SIGCOMM '92,,0-89791-525-9,"Baltimore, Maryland, USA",ACM,"New York, NY, USA"
ACM-DL,article,1868581,Hongxing  Li and Qiang Sheng  Hua and Chuan  Wu and Francis Chi Moon Lau,,,,Minimum-latency Aggregation Scheduling in Wireless Sensor Networks Under Physical Interference Model,360--367,,8,"data aggregation, minimum latency, physical interference model, wireless sensor networks",10.1145/1868521.1868581,,,,,,,2010,,"Proceedings of the 13th ACM International Conference on Modeling, Analysis, and Simulation of Wireless and Mobile Systems",MSWIM '10,,978-1-4503-0274-6,"Bodrum, Turkey",ACM,"New York, NY, USA"
ACM-DL,article,2003355,HamChing  Lam and Daniel  Boley,,,,Analyze Influenza Virus Sequences Using Binary Encoding Approach,4:1--4:7,4,7,"binary encoding, evolution, influenza virus, principal component analysis",10.1145/2003351.2003355,,,,,,,2011,,Proceedings of the Tenth International Workshop on Data Mining in Bioinformatics,BIOKDD '11,,978-1-4503-0839-7,"San Diego, California",ACM,"New York, NY, USA"
ACM-DL,article,3098184,Daniel N. Hill and Houssam  Nassif and Yi  Liu and Anand  Iyer and S.V.N.  Vishwanathan,,,,An Efficient Bandit Algorithm for Realtime Multivariate Optimization,1813--1821,,9,"a/b testing, hill-climbing, multi-armed bandit, multivariate optimization",10.1145/3097983.3098184,,,,,,,2017,,Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '17,,978-1-4503-4887-4,"Halifax, NS, Canada",ACM,"New York, NY, USA"
ACM-DL,article,1389015,Rosane M.M. Vallim and David E. Goldberg and Xavier  Llor&#224; and Thyago S.P.C. Duque and Andr&#233; C.P.L.F. Carvalho,,,,A New Approach for Multi-label Classification Based on Default Hierarchies and Organizational Learning,2017--2022,,6,"LCS, default hierarchies, organizational sizing",10.1145/1388969.1389015,,,,,,,2008,,Proceedings of the 10th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '08,,978-1-60558-131-6,"Atlanta, GA, USA",ACM,"New York, NY, USA"
ACM-DL,article,1329245,Gabriella  Pigozzi and Stephan  Hartmann,,,,Aggregation in Multiagent Systems and the Problem of Truth-tracking,97:1--97:3,97,3,"belief merging, doctrinal paradox, group decision-making, information fusion, judgment aggregation, truth-tracking",10.1145/1329125.1329245,,,,,,,2007,,Proceedings of the 6th International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '07,,978-81-904262-7-5,"Honolulu, Hawaii",ACM,"New York, NY, USA"
ACM-DL,article,1390278,David  Silver and Richard S. Sutton and Martin  M&#252;ller,,,,Sample-based Learning and Search with Permanent and Transient Memories,968--975,,8,,10.1145/1390156.1390278,,,,,,,2008,,Proceedings of the 25th International Conference on Machine Learning,ICML '08,,978-1-60558-205-4,"Helsinki, Finland",ACM,"New York, NY, USA"
ACM-DL,article,507567,S.  Lam and Rocky K. C. Chang,,,,Stability Comparison in Single-server-multiple-queue Systems,32--34,,3,,10.1145/507553.507567,SIGMETRICS Perform. Eval. Rev.,December 2001,29,3,,December,2001,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,2371551,Dennis  Ippoliti and Xiaobo  Zhou,,,,A Self-tuning Self-optimizing Approach for Automated Network Anomaly Detection Systems,85--90,,6,"network anomaly detection, self-optimizing, self-tuning",10.1145/2371536.2371551,,,,,,,2012,,Proceedings of the 9th International Conference on Autonomic Computing,ICAC '12,,978-1-4503-1520-3,"San Jose, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,3018878,Miguel  Camelo and Jeroen  Famaey and Steven  Latr&#233;,,,,A Scalable Parallel Q-Learning Algorithm for Resource Constrained Decentralized Computing Environments,27--35,,9,,10.1109/MLHPC.2016.7,,,,,,,2016,,Proceedings of the Workshop on Machine Learning in High Performance Computing Environments,MLHPC '16,,978-1-5090-3882-4,"Salt Lake City, Utah",IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1379284,Yijian  Bai and Carlo  Zaniolo,,,,Minimizing Latency and Memory in DSMS: A Unified Approach to Quasi-optimal Scheduling,58--67,,10,"data stream management systems, operator scheduling",10.1145/1379272.1379284,,,,,,,2008,,Proceedings of the 2Nd International Workshop on Scalable Stream Processing System,SSPS '08,,978-159593-963-0,"Nantes, France",ACM,"New York, NY, USA"
ACM-DL,article,2344027,Abdel  Rodr&#237;guez and Peter  Vrancx and Ricardo  Grau and Ann  Now&#233;,,,,An RL Approach to Common-interest Continuous Action Games,1401--1402,,2,"coalition formation and coordination, implicit cooperation, multi-agent learning, teamwork",,,,,,,,2012,,Proceedings of the 11th International Conference on Autonomous Agents and Multiagent Systems - Volume 3,AAMAS '12,,"0-9817381-3-3, 978-0-9817381-3-0","Valencia, Spain",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,1399584,Dakai  Zhu and Ali Saman Tosun,,,,Adaptive Path Scheduling for Mobile Element to Prolong the Lifetime of Wireless Sensor Networks,1:1--1:4,1,4,,10.1145/1399583.1399584,SIGBED Rev.,July 2008,5,2,,July,2008,1551-3688,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,966008,Peng-Yong  Kong and Kee-Chaing  Chua and Brahim  Bensaou,,,,A Novel Scheduling Scheme to Share Dropping Ratio While Guaranteeing a Delay Bound in a multiCode-CDMA Network,994--1006,,13,"multicode-CDMA, proportional dropping ratio guarantee, upper delay guarantee, variable capacity",10.1109/TNET.2003.820249,IEEE/ACM Trans. Netw.,01 December 2003,11,6,,December,2003,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,2448951,Yang  Li and Pegah  Kamousi and Fangqiu  Han and Shengqi  Yang and Xifeng  Yan and Subhash  Suri,,,,Memory Efficient Minimum Substring Partitioning,169--180,,12,,10.14778/2535569.2448951,Proc. VLDB Endow.,January 2013,6,3,,January,2013,2150-8097,,,,,,VLDB Endowment,
ACM-DL,article,2935770,Amin  Mohtasham and Jo&#227;o  Barreto,,,,RUBIC: Online Parallelism Tuning for Co-located Transactional Memory Applications,99--108,,10,"concurrency control, feedback-driven systems, resource allocation, software transactional memory",10.1145/2935764.2935770,,,,,,,2016,,Proceedings of the 28th ACM Symposium on Parallelism in Algorithms and Architectures,SPAA '16,,978-1-4503-4210-0,"Pacific Grove, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,3084096,Michael  Kearns,,,,Fair Algorithms for Machine Learning,1--1,,1,keynote,10.1145/3033274.3084096,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Economics and Computation,EC '17,,978-1-4503-4527-9,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
ACM-DL,article,2428717,Honghai  Zhang and Yuanxi  Jiang and Karthik  Sundaresan and Sampath  Rangarajan and Baohua  Zhao,,,,Wireless Multicast Scheduling with Switched Beamforming Antennas,1595--1607,,13,"beamforming, bin-packing, multiple-input-multiple-output (MIMO), power allocation, scheduling, wireless multicast",10.1109/TNET.2012.2191977,IEEE/ACM Trans. Netw.,October 2012,20,5,,October,2012,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1403560,I-Wei  Wu and Zhi-Yuan  Chen and Jyh-Jiun  Shann and Chung-Ping  Chung,,,,Instruction Set Extension Exploration in Multiple-issue Architecture,764--769,,6,,10.1145/1403375.1403560,,,,,,,2008,,"Proceedings of the Conference on Design, Automation and Test in Europe",DATE '08,,978-3-9810801-3-1,"Munich, Germany",ACM,"New York, NY, USA"
ACM-DL,article,123230,Richard J. Cloutier and Donald E. Thomas,,,,"The Combination of Scheduling, Allocation, and Mapping in a Single Algorithm",71--76,,6,,10.1145/123186.123230,,,,,,,1990,,Proceedings of the 27th ACM/IEEE Design Automation Conference,DAC '90,,0-89791-363-9,"Orlando, Florida, USA",ACM,"New York, NY, USA"
ACM-DL,article,996552,Eric A. Breimer and Mark K. Goldberg and Darren T. Lim,,,,A Learning Algorithm for the Longest Common Subsequence Problem,,2.1,,,10.1145/996546.996552,J. Exp. Algorithmics,2003,8,,,December,2003,1084-6654,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,316004,Simon J. T. Liang and John M. Lewis,,,,A Sparse Matrix Representation for Production Scheduling Using Genetic Algorithms,313--317,,5,"genetic algorithms, job shop scheduling, representing",10.1145/315891.316004,,,,,,,1995,,Proceedings of the 1995 ACM Symposium on Applied Computing,SAC '95,,0-89791-658-1,"Nashville, Tennessee, USA",ACM,"New York, NY, USA"
ACM-DL,article,379389,Jingyu  Qiu and Edward W. Knightly,,,,Measurement-based Admission Control with Aggregate Traffic Envelopes,199--210,,12,"admission control, quality of service, real-time flows, traffic envelopes",10.1109/90.917076,IEEE/ACM Trans. Netw.,April 2001,9,2,,April,2001,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,603176,S. Ogrenci Memik and E.  Bozorgzadeh and R.  Kastner and M.  Sarrafzadeh,,,,A Super-scheduler for Embedded Reconfigurable Systems,391--394,,4,,,,,,,,,2001,,Proceedings of the 2001 IEEE/ACM International Conference on Computer-aided Design,ICCAD '01,,0-7803-7249-2,"San Jose, California",IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1018776,Stuart  Chalmers and Alun  Preece and Timothy J. Norman and Peter M. D. Gray,,,,Commitment Management Through Constraint Reification,430--437,,8,,10.1109/AAMAS.2004.86,,,,,,,2004,,Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 1,AAMAS '04,,1-58113-864-4,"New York, New York",IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,2564670,Pavel P. Kuksa,,,,Biological Sequence Classification with Multivariate String Kernels,1201--1210,,10,"Biological sequence classification, kernel methods",10.1109/TCBB.2013.15,IEEE/ACM Trans. Comput. Biol. Bioinformatics,September 2013,10,5,,September,2013,1545-5963,,,,,,IEEE Computer Society Press,"Los Alamitos, CA, USA"
ACM-DL,article,2380370,Krishnendu  Chatterjee and Thomas A. Henzinger and Vinayak S. Prabhu,,,,Finite Automata with Time-delay Blocks,43--52,,10,"buffers, model checking, queues, time-delay systems",10.1145/2380356.2380370,,,,,,,2012,,Proceedings of the Tenth ACM International Conference on Embedded Software,EMSOFT '12,,978-1-4503-1425-1,"Tampere, Finland",ACM,"New York, NY, USA"
ACM-DL,article,215305,Ching-Chih  Han and Kang G. Shin,,,,Scheduling MPEG-compressed Video Streams with Firm Deadline Constraints,411--422,,12,"MPEG-compressed video, backwards-EDF, firm deadline, pre-scheduling, urgent/normal frames",10.1145/217279.215305,,,,,,,1995,,Proceedings of the Third ACM International Conference on Multimedia,MULTIMEDIA '95,,0-89791-751-0,"San Francisco, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,255722,Simon S. Lam and Geoffrey G. Xie,,,,Group Priority Scheduling,205--218,,14,"ATM block transfer, burst scheduling network, delay guarantee, group priority, integrated services, packet scheduling, real-time flow",10.1109/90.588083,IEEE/ACM Trans. Netw.,April 1997,5,2,,April,1997,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,777146,John W. Lawson and David H. Wolpert,,,,The Design of Collectives of Agents to Control non-Markovian Systems,332--337,,6,,,,,,,,,2002,,Eighteenth National Conference on Artificial Intelligence,,,0-262-51129-0,"Edmonton, Alberta, Canada",American Association for Artificial Intelligence,"Menlo Park, CA, USA"
ACM-DL,article,1866380,Georgia  Sakellari and Erol  Gelenbe,,,,Demonstrating Cognitive Packet Network Resilience to Worm Attacks,636--638,,3,"cognitive packet network, network worms, reliability, routing protocols, self-aware networks",10.1145/1866307.1866380,,,,,,,2010,,Proceedings of the 17th ACM Conference on Computer and Communications Security,CCS '10,,978-1-4503-0245-6,"Chicago, Illinois, USA",ACM,"New York, NY, USA"
ACM-DL,article,1168096,Yi  Zhang and Xiaoming  Jin,,,,An Automatic Construction and Organization Strategy for Ensemble Learning on Data Streams,28--33,,6,,10.1145/1168092.1168096,SIGMOD Rec.,September 2006,35,3,,September,2006,0163-5808,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,346330,Sanglu  Lu and Li  Xie,,,,Scalable Scheduling on a Network of Workstations,74--83,,10,"coscheduling, load balancing, migration, scalable design, scheduling",10.1145/346152.346330,SIGOPS Oper. Syst. Rev.,"April, 2000",34,2,,April,2000,0163-5980,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1645376,Ugur  Demiryurek and Bei  Pan and Farnoush  Banaei-Kashani and Cyrus  Shahabi,,,,Towards Modeling the Traffic Data on Road Networks,13--18,,6,,10.1145/1645373.1645376,,,,,,,2009,,Proceedings of the Second International Workshop on Computational Transportation Science,IWCTS '09,,978-1-60558-861-2,"Seattle, Washington",ACM,"New York, NY, USA"
ACM-DL,article,326816,Ming-fang  Wang,,,,Generating a Deterministic Task Migration Path for Multiprocessor Scheduling,478--482,,5,,10.1145/326619.326816,,,,,,,1994,,Proceedings of the 1994 ACM Symposium on Applied Computing,SAC '94,,0-89791-647-6,"Phoenix, Arizona, USA",ACM,"New York, NY, USA"
ACM-DL,article,326905,Tom  Bennet,,,,Distributed Message Routing and Run-time Support for Message-passing Parallel Programs Derived from Ordinary Programs,510--514,,5,"multicomputers, parallelism, scheduling",10.1145/326619.326905,,,,,,,1994,,Proceedings of the 1994 ACM Symposium on Applied Computing,SAC '94,,0-89791-647-6,"Phoenix, Arizona, USA",ACM,"New York, NY, USA"
ACM-DL,article,1049122,Arne  Hamann and Rolf  Ernst,,,,TDMA Time Slot and Turn Optimization with Evolutionary Search Techniques,312--317,,6,,10.1109/DATE.2005.299,,,,,,,2005,,"Proceedings of the Conference on Design, Automation and Test in Europe - Volume 1",DATE '05,,0-7695-2288-2,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,183024,Joel L. Wolf and John  Turek and Ming-Syan  Chen and Philip S. Yu,,,,Scheduling Multiple Queries on a Parallel Machine,45--55,,11,,10.1145/183018.183024,,,,,,,1994,,Proceedings of the 1994 ACM SIGMETRICS Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '94,,0-89791-659-X,"Nashville, Tennessee, USA",ACM,"New York, NY, USA"
ACM-DL,article,183024,Joel L. Wolf and John  Turek and Ming-Syan  Chen and Philip S. Yu,,,,Scheduling Multiple Queries on a Parallel Machine,45--55,,11,,10.1145/183019.183024,SIGMETRICS Perform. Eval. Rev.,May 1994,22,1,,May,1994,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1639937,Syed  Rizvi and Bevin  Thomas and Khaled  Elleithy and Aasia  Riasat,,,,A New Technique of Switch & Feedback Job Scheduling Mechanism in a Distributed System,121:1--121:4,121,4,"job scheduling, parallel and distributed systems, performance optimization",,,,,,,,2009,,Proceedings of the 2009 Spring Simulation Multiconference,SpringSim '09,,,"San Diego, California",Society for Computer Simulation International,"San Diego, CA, USA"
ACM-DL,article,3068747,Xu  Chen and Xiaowen  Gong and Lei  Yang and Junshan  Zhang,,,,Amazon in the White Space: Social Recommendation Aided Distributed Spectrum Access,536--549,,14,,10.1109/TNET.2016.2587736,IEEE/ACM Trans. Netw.,February 2017,25,1,,February,2017,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,378551,Dongkun  Shin and Jihong  Kim and Seongsoo  Lee,,,,Low-energy Intra-task Voltage Scheduling Using Static Timing Analysis,438--443,,6,,10.1145/378239.378551,,,,,,,2001,,Proceedings of the 38th Annual Design Automation Conference,DAC '01,,1-58113-297-2,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
ACM-DL,article,1251226,Geoffrey  Mainland and David C. Parkes and Matt  Welsh,,,,"Decentralized, Adaptive Resource Allocation for Sensor Networks",315--328,,14,,,,,,,,,2005,,Proceedings of the 2Nd Conference on Symposium on Networked Systems Design & Implementation - Volume 2,NSDI'05,,,,USENIX Association,"Berkeley, CA, USA"
ACM-DL,article,316211,Constantinos  Dovrolis and Dimitrios  Stiliadis and Parameswaran  Ramanathan,,,,Proportional Differentiated Services: Delay Differentiation and Packet Scheduling,109--120,,12,,10.1145/316194.316211,SIGCOMM Comput. Commun. Rev.,Oct. 1999,29,4,,August,1999,0146-4833,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,316211,Constantinos  Dovrolis and Dimitrios  Stiliadis and Parameswaran  Ramanathan,,,,Proportional Differentiated Services: Delay Differentiation and Packet Scheduling,109--120,,12,,10.1145/316188.316211,,,,,,,1999,,"Proceedings of the Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM '99,,1-58113-135-6,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
ACM-DL,article,2834120,Anup  Das and Bashir M. Al-Hashimi and Geoff V. Merrett,,,,Adaptive and Hierarchical Runtime Manager for Energy-Aware Thermal Management of Embedded Systems,24:1--24:25,24,25,"Embedded systems, Linux operating system",10.1145/2834120,ACM Trans. Embed. Comput. Syst.,May 2016,15,2,,January,2016,1539-9087,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1188579,Daniel  Nurmi and Anirban  Mandal and John  Brevik and Chuck  Koelbel and Rich  Wolski and Ken  Kennedy,,,,Evaluation of a Workflow Scheduler Using Integrated Performance Modelling and Batch Queue Wait Time Prediction,,119,,,10.1145/1188455.1188579,,,,,,,2006,,Proceedings of the 2006 ACM/IEEE Conference on Supercomputing,SC '06,,0-7695-2700-0,"Tampa, Florida",ACM,"New York, NY, USA"
ACM-DL,article,1118419,Sudarshan  Banerjee and Elaheh  Bozorgzadeh and Nikil  Dutt,,,,PARLGRAN: Parallelism Granularity Selection for Scheduling Task Chains on Dynamically Reconfigurable Architectures,491--496,,6,"data-parallelism, granularity selection, linear placement, partial dynamic reconfiguration, scheduling",10.1145/1118299.1118419,,,,,,,2006,,Proceedings of the 2006 Asia and South Pacific Design Automation Conference,ASP-DAC '06,,0-7803-9451-8,"Yokohama, Japan",IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1665850,Yan  Wu and Sonia  Fahmy and Ness B. Shroff,,,,Optimal Sleep/Wake Scheduling for Time-synchronized Sensor Networks with QoS Guarantees,1508--1521,,14,"energy efficiency, sensor networks, sleep/wake scheduling, time synchronization",10.1109/TNET.2008.2010450,IEEE/ACM Trans. Netw.,October 2009,17,5,,October,2009,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,2683643,Kanak  Mahadik and Somali  Chaterji and Bowen  Zhou and Milind  Kulkarni and Saurabh  Bagchi,,,,Orion: Scaling Genomic Sequence Matching with Fine-grained Parallelization,449--460,,12,,10.1109/SC.2014.42,,,,,,,2014,,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",SC '14,,978-1-4799-5500-8,"New Orleans, Louisana",IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1618573,Michael J. Neely,,,,Delay Analysis for Maximal Scheduling with Flow Control in Wireless Networks with Bursty Traffic,1146--1159,,14,"Markov chains, flow control, queueing analysis",10.1109/TNET.2008.2008232,IEEE/ACM Trans. Netw.,August 2009,17,4,,August,2009,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1721720,Nicholas B. Chang and Mingyan  Liu,,,,Optimal Channel Probing and Transmission Scheduling for Opportunistic Spectrum Access,1805--1818,,14,"channel probing, cognitive radio, dynamic programming, opportunistic spectrum access (OSA), optimal stopping, scheduling, stochastic optimization",10.1109/TNET.2009.2014460,IEEE/ACM Trans. Netw.,December 2009,17,6,,December,2009,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,351256,Clem  Baker-Finch and David J. King and Phil  Trinder,,,,An Operational Semantics for Parallel Lazy Evaluation,162--173,,12,,10.1145/357766.351256,SIGPLAN Not.,Sept. 2000,35,9,,September,2000,0362-1340,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,351256,Clem  Baker-Finch and David J. King and Phil  Trinder,,,,An Operational Semantics for Parallel Lazy Evaluation,162--173,,12,,10.1145/351240.351256,,,,,,,2000,,Proceedings of the Fifth ACM SIGPLAN International Conference on Functional Programming,ICFP '00,,1-58113-202-6,,ACM,"New York, NY, USA"
ACM-DL,article,1276,Philip E. Gill and Walter  Murray and Michael A. Saunders and Margaret H. Wright,,,,Procedures for Optimization Problems with a Mixture of Bounds and General Linear Constraints,282--298,,17,,10.1145/1271.1276,ACM Trans. Math. Softw.,Sept. 1984,10,3,,August,1984,0098-3500,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,948766,David R. Surma,,,,Using Graph Theory to Reduce Communication Overhead in Parallel Systems,205--214,,10,,,J. Comput. Sci. Coll.,October 2003,19,1,,October,2003,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA
ACM-DL,article,2564692,Guoxian  Yu and Huzefa  Rangwala and Carlotta  Domeniconi and Guoji  Zhang and Zhiwen  Yu,,,,Protein Function Prediction Using Multi-label Ensemble Classification,1--1,,1,"Proteins,Kernel,Correlation,Bioinformatics,Vectors,IEEE transactions,Computational biology,Mining methods and algorithms,Data mining,Clustering,classification,and association rules,Bioinformatics (genome or protein) databases,Knowledge management applications",10.1109/TCBB.2013.111,IEEE/ACM Trans. Comput. Biol. Bioinformatics,July 2013,10,4,,July,2013,1545-5963,,,,,,IEEE Computer Society Press,"Los Alamitos, CA, USA"
ACM-DL,article,1230042,Yoshihiro  Kawano and Tatsuhiro  Yonekura,,,,Count Down Protocol: Asynchronous Consistent Protocol in P2P Virtual Ball Game,,32,,"AtoZ (allocated topographical zone), DVE (distributed virtual environment), P2P (peer-to-peer), count down protocol (CDP), critical case",10.1145/1230040.1230042,,,,,,,2006,,Proceedings of 5th ACM SIGCOMM Workshop on Network and System Support for Games,NetGames '06,,1-59593-589-4,Singapore,ACM,"New York, NY, USA"
ACM-DL,article,5951,David D. Grossman,,,,Opportunities for Research on Numerical Control Machining,515--522,,8,,10.1145/5948.5951,Commun. ACM,June 1986,29,6,,June,1986,0001-0782,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1382152,Radu  Teodorescu and Josep  Torrellas,,,,Variation-Aware Application Scheduling and Power Management for Chip Multiprocessors,363--374,,12,"Process variation, power management, application scheduling",10.1145/1394608.1382152,SIGARCH Comput. Archit. News,June 2008,36,3,,June,2008,0163-5964,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1382152,Radu  Teodorescu and Josep  Torrellas,,,,Variation-Aware Application Scheduling and Power Management for Chip Multiprocessors,363--374,,12,"Process variation, power management, application scheduling",10.1109/ISCA.2008.40,,,,,,,2008,,Proceedings of the 35th Annual International Symposium on Computer Architecture,ISCA '08,,978-0-7695-3174-8,,IEEE Computer Society,"Washington, DC, USA"
